school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime_mat,studytime_por,paid_mat,paid_por,activities,nursery,higher,internet,romantic,absences_por,absences_mat,G3_mat,G3_por
GP,F,17,U,LE3,T,4,3,health,other,reputation,father,1,2,2,no,no,yes,yes,yes,yes,yes,0,14,14,12
GP,M,17,R,GT3,T,2,2,other,other,course,father,2,2,2,yes,no,yes,yes,yes,yes,no,0,4,11,13
GP,M,17,U,GT3,T,4,4,teacher,teacher,reputation,mother,1,2,2,no,no,yes,yes,yes,yes,yes,0,14,9,13
GP,M,16,U,GT3,T,4,4,health,other,reputation,father,1,2,2,yes,no,yes,yes,yes,yes,no,0,2,13,14
GP,M,16,U,LE3,T,1,1,other,other,home,mother,2,2,2,yes,no,no,yes,yes,yes,no,2,18,6,9
GP,M,16,U,GT3,T,3,2,at_home,other,reputation,mother,2,3,3,no,no,yes,yes,yes,yes,yes,0,10,10,12
GP,M,17,U,LE3,T,2,2,other,other,home,father,1,2,2,yes,no,yes,no,yes,yes,yes,0,4,13,16
GP,F,16,U,GT3,T,2,1,other,other,home,mother,1,1,1,no,no,no,yes,yes,yes,yes,4,20,12,10
GP,F,17,R,GT3,T,2,1,at_home,services,course,mother,3,2,2,no,no,yes,yes,yes,no,no,2,2,11,13
GP,M,18,U,GT3,T,2,2,other,services,reputation,father,1,2,2,no,no,no,yes,no,yes,no,16,0,0,8
GP,M,17,U,LE3,T,4,3,health,other,course,mother,2,2,2,no,no,yes,yes,yes,yes,yes,8,14,12,15
GP,M,17,R,LE3,A,4,4,teacher,other,course,mother,2,2,2,yes,no,no,yes,yes,yes,no,0,2,12,12
GP,M,16,U,LE3,T,4,3,teacher,other,course,mother,1,1,1,no,no,yes,no,yes,yes,no,7,0,0,15
GP,M,16,U,GT3,T,4,4,services,services,course,mother,1,1,3,no,no,yes,yes,yes,yes,no,0,0,12,13
GP,M,16,U,GT3,T,4,4,services,services,course,mother,1,1,1,no,yes,yes,yes,yes,yes,no,4,0,12,15
GP,F,18,U,GT3,T,2,1,other,other,course,other,2,3,3,yes,no,no,no,yes,yes,yes,10,0,0,11
GP,M,16,U,GT3,T,2,1,other,other,course,mother,3,1,1,no,no,no,yes,yes,yes,no,7,6,18,16
GP,M,17,U,GT3,T,2,3,other,other,course,father,2,1,1,no,no,no,yes,yes,yes,no,2,4,13,13
GP,M,22,U,GT3,T,3,1,services,services,other,mother,1,1,1,no,no,no,no,no,yes,yes,12,16,8,5
GP,M,18,R,LE3,T,3,3,other,services,course,mother,1,2,2,no,no,no,yes,yes,yes,yes,8,8,5,10
GP,M,16,U,GT3,T,0,2,other,other,other,mother,1,1,1,yes,no,no,no,yes,yes,no,0,0,15,11
GP,M,18,U,GT3,T,3,2,services,other,course,mother,2,1,1,no,no,no,yes,no,yes,no,8,0,8,7
GP,M,16,U,GT3,T,3,3,at_home,other,reputation,other,3,2,2,no,no,no,no,yes,yes,no,4,6,10,10
GP,M,18,U,GT3,T,2,1,services,services,other,mother,1,1,1,no,no,no,no,no,yes,no,4,4,8,6
GP,M,16,R,GT3,T,2,1,other,other,course,mother,2,1,1,no,no,yes,no,yes,no,no,2,0,8,12
GP,M,17,R,GT3,T,2,1,other,other,course,mother,1,1,1,no,no,no,no,yes,yes,no,0,0,12,13
GP,M,17,U,LE3,T,1,1,health,other,course,mother,2,1,1,no,no,yes,yes,yes,yes,no,0,2,8,10
GP,F,17,U,LE3,T,4,2,teacher,services,reputation,mother,1,4,4,yes,no,yes,yes,yes,yes,no,2,6,13,17
GP,M,19,U,LE3,A,4,3,services,at_home,reputation,mother,1,2,2,no,no,no,yes,yes,yes,no,4,12,11,14
GP,M,18,U,GT3,T,2,1,other,other,home,mother,1,2,2,no,no,yes,yes,yes,yes,no,2,8,14,16
GP,F,17,U,LE3,T,2,2,services,services,course,father,1,4,4,yes,no,yes,yes,yes,yes,yes,2,0,0,12
GP,F,18,U,GT3,T,4,3,services,other,home,father,1,2,2,yes,no,no,yes,yes,yes,yes,2,21,18,15
GP,M,18,U,GT3,T,4,3,teacher,other,course,mother,1,2,2,yes,no,no,no,yes,yes,no,2,2,8,11
GP,M,18,R,GT3,T,3,2,other,other,course,mother,1,3,3,no,no,yes,no,yes,no,no,2,1,12,12
GP,F,17,U,GT3,T,3,3,other,other,home,mother,1,3,3,no,no,yes,no,yes,no,no,2,4,9,13
GP,F,18,U,GT3,T,2,2,at_home,services,home,mother,1,3,3,yes,no,yes,yes,yes,yes,yes,0,0,0,13
GP,M,18,R,LE3,A,3,4,other,other,reputation,mother,2,2,2,yes,no,yes,yes,yes,yes,no,6,13,17,16
GP,M,17,U,GT3,T,3,1,services,other,other,mother,1,2,2,yes,no,yes,yes,yes,yes,yes,0,2,10,14
GP,F,18,R,GT3,T,4,4,teacher,other,reputation,mother,2,2,2,yes,no,yes,yes,yes,yes,no,8,8,11,12
GP,M,18,U,GT3,T,4,2,health,other,reputation,father,1,2,2,yes,no,yes,yes,yes,yes,yes,4,10,10,14
GP,F,18,R,GT3,T,2,1,other,other,reputation,mother,2,2,2,no,no,no,yes,no,yes,yes,12,0,0,10
GP,F,19,U,GT3,T,3,3,other,services,home,other,1,2,2,yes,no,yes,yes,yes,yes,no,16,15,9,12
GP,F,18,U,GT3,T,2,3,other,services,reputation,father,1,4,4,yes,no,yes,yes,yes,yes,yes,10,4,14,16
GP,F,18,U,LE3,T,1,1,other,other,home,mother,2,2,2,yes,no,no,no,yes,no,no,2,2,11,13
GP,M,17,R,GT3,T,1,2,at_home,at_home,home,mother,1,2,2,yes,no,yes,no,yes,no,yes,2,2,14,18
GP,F,17,U,GT3,T,2,4,at_home,health,reputation,mother,2,2,2,yes,no,no,yes,yes,yes,yes,6,2,10,16
GP,F,17,U,LE3,T,2,2,services,other,course,mother,2,2,2,yes,no,no,yes,yes,yes,yes,6,6,12,12
GP,F,18,R,GT3,A,3,2,other,services,home,mother,2,2,2,no,no,no,no,no,yes,yes,15,75,9,10
GP,M,18,U,GT3,T,4,4,teacher,services,home,mother,2,1,1,yes,no,yes,yes,yes,yes,no,6,22,9,12
GP,F,18,U,GT3,T,4,4,health,health,reputation,father,1,2,2,no,no,yes,yes,yes,yes,yes,2,15,8,13
GP,M,18,U,LE3,T,4,3,teacher,services,course,mother,2,1,1,yes,no,yes,yes,yes,yes,no,0,8,10,10
GP,M,17,U,LE3,A,4,1,services,other,home,mother,2,1,1,yes,no,yes,yes,yes,yes,yes,22,30,8,10
GP,M,17,U,LE3,A,3,2,teacher,services,home,mother,1,1,1,no,no,no,yes,yes,yes,no,18,19,10,13
GP,F,18,R,LE3,T,1,1,at_home,other,reputation,mother,2,4,4,yes,no,yes,yes,yes,no,no,2,1,12,18
GP,F,18,U,GT3,T,1,1,other,other,home,mother,2,2,2,no,no,yes,yes,yes,yes,no,0,4,10,13
GP,F,18,U,GT3,T,1,1,other,other,home,mother,2,2,3,no,no,yes,yes,yes,yes,no,0,4,10,14
GP,F,17,U,GT3,T,2,2,other,other,course,mother,1,2,2,no,no,no,no,yes,yes,no,12,4,11,14
GP,M,17,U,GT3,T,1,1,other,other,reputation,father,1,2,2,yes,no,no,no,yes,yes,no,0,2,11,12
GP,F,18,U,GT3,T,2,2,at_home,at_home,other,mother,1,3,3,yes,no,no,yes,yes,yes,no,0,5,19,18
GP,F,17,U,GT3,T,1,1,services,teacher,reputation,mother,1,3,3,yes,no,no,yes,yes,yes,no,0,6,12,14
GP,M,18,U,GT3,T,2,1,services,services,reputation,mother,1,3,3,yes,no,yes,yes,yes,yes,no,0,6,14,15
GP,M,18,U,LE3,A,4,4,teacher,teacher,reputation,mother,1,2,2,yes,no,yes,yes,yes,yes,no,0,9,15,17
GP,M,18,U,GT3,T,4,2,teacher,other,home,mother,1,2,2,yes,no,yes,yes,yes,yes,yes,2,11,11,16
GP,F,17,U,GT3,T,4,3,health,services,reputation,mother,1,3,3,yes,no,no,yes,yes,yes,no,0,0,15,18
GP,F,17,R,LE3,T,3,1,services,other,reputation,mother,2,4,4,yes,no,no,yes,yes,no,no,0,6,18,19
GP,M,18,R,LE3,T,3,2,services,other,reputation,mother,2,3,3,yes,no,yes,yes,yes,yes,no,0,8,14,15
GP,M,17,U,GT3,T,3,3,health,other,home,mother,1,1,1,yes,no,no,yes,yes,yes,no,0,4,11,15
GP,F,19,U,GT3,T,4,4,health,other,reputation,other,2,2,2,yes,no,yes,yes,yes,yes,no,2,0,0,13
GP,F,18,U,LE3,T,4,3,other,other,home,other,2,2,2,yes,no,no,yes,yes,yes,yes,0,10,8,14
GP,F,18,U,GT3,T,4,3,other,other,reputation,father,1,4,4,yes,no,no,yes,yes,yes,no,0,0,14,17
GP,M,18,U,LE3,T,4,4,teacher,teacher,home,mother,1,1,1,yes,no,no,yes,yes,yes,yes,0,5,16,17
GP,F,18,U,LE3,A,4,4,health,other,home,mother,1,2,2,no,yes,no,yes,yes,yes,yes,0,14,11,15
GP,M,17,U,LE3,T,4,4,other,teacher,home,father,2,1,1,yes,no,no,yes,yes,yes,no,0,0,10,13
GP,F,17,U,GT3,T,4,2,other,other,reputation,mother,2,3,3,yes,no,no,yes,yes,yes,no,0,0,14,16
GP,F,17,U,GT3,T,3,2,health,health,reputation,father,1,4,4,yes,no,yes,no,yes,yes,no,0,0,18,18
GP,M,20,U,GT3,A,3,2,services,other,course,other,1,1,1,no,no,yes,yes,yes,no,no,0,0,18,15
GP,M,19,R,GT3,T,3,3,other,services,reputation,father,1,2,2,no,no,yes,yes,yes,no,yes,0,0,12,11
GP,F,18,U,GT3,T,2,1,services,other,course,mother,2,2,2,yes,no,yes,yes,yes,yes,no,2,0,0,15
GP,F,18,U,GT3,T,4,3,other,other,course,mother,1,3,3,yes,no,yes,yes,yes,yes,yes,2,9,9,17
GP,F,17,R,GT3,T,3,4,at_home,services,course,father,1,3,3,yes,no,yes,no,yes,yes,no,2,0,10,17
GP,F,18,U,GT3,T,4,4,teacher,other,course,mother,1,2,2,yes,no,no,yes,yes,yes,no,0,2,11,13
GP,F,17,U,GT3,A,4,3,services,services,course,mother,1,2,2,yes,no,no,yes,yes,yes,yes,14,23,13,17
GP,F,17,U,GT3,T,2,2,other,other,course,mother,1,2,2,no,no,no,yes,yes,no,yes,4,12,9,13
GP,F,17,R,LE3,T,2,2,services,services,course,mother,1,3,3,yes,no,yes,yes,yes,yes,no,0,3,11,10
GP,F,17,U,GT3,T,3,1,services,services,course,father,1,3,3,no,no,no,no,yes,yes,no,0,1,15,17
GP,F,17,U,LE3,T,0,2,at_home,at_home,home,father,2,3,3,no,no,no,yes,yes,yes,no,0,0,15,15
GP,M,18,U,GT3,T,4,4,other,other,course,mother,1,3,3,no,no,yes,yes,yes,yes,no,0,3,11,13
GP,M,17,U,GT3,T,3,3,other,services,reputation,mother,1,1,1,no,no,yes,no,yes,yes,no,0,3,16,17
GP,M,17,R,GT3,T,2,2,services,other,course,mother,4,1,1,no,no,no,yes,yes,yes,no,2,8,10,10
GP,F,17,U,GT3,T,4,4,teacher,services,course,mother,1,3,3,yes,no,yes,yes,yes,yes,no,0,7,9,13
GP,F,17,U,GT3,T,4,4,teacher,teacher,course,mother,2,3,3,yes,no,no,no,yes,yes,yes,4,4,14,15
GP,M,18,U,LE3,T,2,2,other,other,course,mother,1,4,4,no,yes,yes,yes,yes,yes,no,0,2,8,12
GP,F,17,R,GT3,T,2,4,at_home,other,course,father,1,3,3,no,no,no,yes,yes,yes,yes,0,7,14,15
GP,F,18,U,GT3,T,3,3,services,services,home,mother,1,2,2,no,no,yes,yes,yes,yes,no,8,0,0,12
GP,F,18,U,LE3,T,2,2,other,other,home,other,1,2,2,no,no,yes,no,yes,yes,yes,0,0,0,12
GP,F,18,R,GT3,T,2,2,at_home,other,course,mother,2,4,4,no,no,yes,yes,yes,no,no,6,0,0,14
GP,F,17,U,GT3,T,3,4,services,other,course,mother,1,3,3,no,no,no,yes,yes,yes,no,8,16,15,14
GP,F,17,U,GT3,T,3,2,other,other,home,mother,1,2,2,yes,no,no,yes,yes,yes,yes,0,0,0,15
GP,F,18,U,LE3,T,3,3,services,services,home,mother,1,4,4,no,no,no,yes,yes,yes,no,4,7,17,15
GP,F,17,R,GT3,A,3,2,other,other,home,mother,1,2,2,yes,no,no,yes,yes,yes,no,0,4,10,16
GP,M,18,U,GT3,T,4,4,teacher,services,home,father,1,2,2,no,no,yes,yes,yes,yes,no,0,0,0,13
GP,M,18,U,LE3,T,3,4,services,other,home,mother,1,2,2,no,no,yes,yes,yes,yes,yes,6,11,15,17
GP,F,17,U,GT3,A,2,2,at_home,at_home,home,father,1,2,2,no,no,no,yes,yes,yes,yes,18,0,0,14
GP,F,18,U,GT3,T,2,3,at_home,other,course,mother,1,3,3,no,no,no,yes,yes,yes,no,0,4,10,14
GP,F,18,U,GT3,T,3,2,other,services,other,mother,1,3,3,no,no,no,yes,yes,yes,yes,4,7,14,17
GP,M,18,R,GT3,T,4,3,teacher,services,course,mother,1,3,3,no,no,no,yes,yes,yes,yes,4,9,16,17
GP,M,18,U,GT3,T,4,3,teacher,other,course,mother,1,3,3,yes,no,no,yes,yes,yes,yes,0,0,9,14
GP,F,17,U,GT3,T,4,3,health,other,reputation,mother,1,3,3,yes,no,yes,yes,yes,yes,yes,0,0,15,13
MS,M,18,R,GT3,T,3,2,other,other,course,mother,2,1,1,no,no,no,no,yes,yes,no,8,10,13,11
MS,M,19,R,GT3,T,1,1,other,services,home,other,3,2,2,no,no,no,yes,yes,yes,no,8,8,8,11
MS,M,17,U,GT3,T,3,3,health,other,course,mother,2,2,2,yes,no,no,yes,yes,yes,no,4,2,13,10
MS,M,18,U,LE3,T,1,3,at_home,services,course,mother,1,1,1,no,no,no,yes,no,yes,yes,0,7,8,9
MS,M,19,R,GT3,T,1,1,other,other,home,other,3,1,1,no,no,no,yes,yes,yes,no,4,4,8,10
MS,M,17,R,GT3,T,4,3,services,other,home,mother,2,2,2,yes,yes,yes,no,yes,yes,yes,4,4,11,11
MS,F,18,U,GT3,T,3,3,services,services,course,father,1,2,2,no,no,no,yes,yes,no,yes,0,0,9,10
MS,F,17,R,GT3,T,4,4,teacher,services,other,father,2,2,2,yes,yes,yes,yes,yes,yes,no,2,4,13,12
MS,F,17,U,LE3,A,3,2,services,other,reputation,mother,2,2,2,no,no,no,yes,yes,no,yes,0,2,11,15
MS,M,18,U,LE3,T,1,1,other,services,home,father,2,1,1,no,no,no,no,yes,yes,yes,2,4,10,14
MS,F,18,U,LE3,T,1,1,at_home,services,course,father,2,3,3,no,no,no,yes,yes,yes,no,0,0,16,18
MS,F,18,U,GT3,T,3,3,services,services,other,mother,2,2,2,no,no,no,yes,yes,yes,yes,6,0,10,13
MS,F,17,U,LE3,T,4,4,at_home,at_home,course,mother,1,2,2,yes,no,yes,yes,yes,yes,yes,4,0,15,15
MS,F,17,R,GT3,T,1,2,other,services,course,father,2,2,2,no,no,no,no,yes,no,no,0,0,12,13
MS,M,18,R,GT3,T,1,3,at_home,other,course,mother,2,2,2,yes,yes,no,yes,yes,no,no,0,4,10,9
MS,M,18,U,LE3,T,4,4,teacher,services,other,mother,2,3,3,yes,no,no,yes,yes,yes,yes,0,0,13,16
MS,F,17,R,GT3,T,1,1,other,services,reputation,mother,3,1,1,yes,no,no,yes,yes,yes,yes,0,0,0,9
MS,F,18,U,GT3,T,2,3,at_home,services,course,father,2,1,1,yes,no,no,yes,yes,yes,yes,0,0,10,10
MS,F,18,R,GT3,T,4,4,other,teacher,other,father,3,2,2,yes,no,no,no,yes,yes,yes,0,10,11,0
MS,M,18,R,LE3,T,1,2,at_home,services,other,father,3,1,1,yes,no,yes,yes,no,yes,yes,3,3,12,10
MS,F,17,U,GT3,T,2,2,other,at_home,home,mother,1,3,3,no,no,yes,yes,yes,no,yes,8,8,11,12
MS,F,17,R,GT3,T,1,2,other,other,course,mother,1,1,1,no,no,yes,yes,yes,yes,no,4,14,5,9
MS,F,18,R,LE3,T,4,4,other,other,reputation,mother,2,3,3,no,no,no,yes,yes,yes,no,0,0,19,17
MS,F,18,R,GT3,T,1,1,other,other,home,mother,4,3,3,no,no,no,yes,yes,yes,no,4,2,10,12
MS,F,18,R,LE3,T,4,4,teacher,services,course,mother,1,2,2,yes,no,yes,yes,yes,yes,no,1,4,10,14
MS,F,18,U,GT3,T,3,3,other,other,home,mother,1,2,2,yes,no,no,yes,yes,yes,yes,1,0,15,16
MS,F,17,R,GT3,T,3,1,at_home,other,reputation,mother,1,2,2,yes,no,yes,no,yes,yes,no,10,17,10,9
MS,M,18,U,GT3,T,4,4,teacher,teacher,home,father,1,2,2,yes,no,yes,no,yes,yes,no,4,4,14,19
MS,M,18,R,GT3,T,2,1,other,other,other,mother,2,1,1,no,no,yes,no,yes,yes,yes,0,5,7,0
MS,M,17,U,GT3,T,2,3,other,services,home,father,2,2,2,no,no,yes,yes,yes,yes,no,4,2,10,16
MS,M,19,R,GT3,T,1,1,other,services,other,mother,2,1,1,no,no,no,yes,yes,no,no,0,0,0,0
MS,M,18,R,GT3,T,4,2,other,other,home,father,2,1,1,yes,yes,no,yes,yes,no,no,0,14,5,0
MS,F,18,R,GT3,T,2,2,at_home,other,other,mother,2,3,3,yes,no,no,yes,yes,no,no,0,2,10,15
MS,F,18,R,GT3,T,4,4,teacher,at_home,reputation,mother,3,1,1,yes,no,yes,yes,yes,yes,yes,4,7,6,10
MS,F,19,R,GT3,T,2,3,services,other,course,mother,1,3,3,no,no,yes,no,yes,yes,no,4,0,0,10
MS,F,18,U,LE3,T,3,1,teacher,services,course,mother,1,2,2,yes,no,no,yes,yes,yes,no,4,0,8,16
MS,F,18,U,GT3,T,1,1,other,other,course,mother,2,2,2,no,no,yes,yes,yes,no,no,6,0,0,9
MS,M,17,U,LE3,T,3,1,services,services,course,mother,2,1,1,no,no,no,no,yes,yes,no,6,3,16,10
MS,M,18,R,LE3,T,3,2,services,other,course,mother,3,1,1,no,no,no,no,yes,yes,no,4,0,10,11
